INFO:djitellopy:Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:djitellopy:Response takeoff: 'ok'
INFO:TelloWrapper:Takeoff command sent
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.05 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: 0 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:djitellopy:Send command: 'rc 0 0 0 0'
WARNING:djitellopy:Aborting command 'rc 0 0 0 0'. Did not receive a response after 0.1 seconds
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:djitellopy:Send command: land
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:BluetoothVESC:Sending current command: -0.35 mA (CAN ID: 119)
INFO:djitellopy:Response land: 'ok'
INFO:TelloWrapper:Landing command sent
